v_code_2011,m_bu,m_nl,s_bu,s_nl,labels,labels,labels,labels
219194,0.05964572902442728,0.025134219653353936,37.0,15.59149569272995,12,13,12,12
219195,0.018813777966036428,0.007387435796828303,76.63921568627451,30.093226699268115,12,14,12,12
219196,0.018280812750942937,0.006281370614578376,2.3568627450980393,0.8098287855877596,12,13,12,12
219197,0.04103053566534314,0.02139531955353403,116.82745098039216,60.91952263888191,12,12,12,11
219198,0.08521032625496917,0.03464547416521491,306.98039215686276,124.81446455062604,12,14,12,12
219199,0.04907389547274381,0.013980372438008735,40.90588235294118,11.653435389434591,12,15,12,12
219200,0.06943020577965975,0.02422745593733665,274.8823529411764,95.9193483448496,12,14,12,12
219201,0.04997208263539923,0.015022239469176281,233.75294117647056,70.26926446662229,12,14,12,12
219202,0.017298310198416655,0.006090426785642057,38.807843137254906,13.66386055157465,12,13,12,12
219203,0.034454595755157795,0.010773419563998462,102.07450980392157,31.91834676920199,12,15,12,11
219204,0.003075659951956845,9.520994032820702E-4,3.76078431372549,1.1642308840564652,12,13,12,12
219205,0.020964215696438162,0.0062928450654428265,35.68627450980392,10.714444786660811,12,14,12,12
219206,0.0652016633101581,0.029413189057227025,107.79215686274512,48.63130540386134,12,15,12,12
219207,0.011222728464864934,0.004241500329192742,7.215686274509804,2.727085111655441,12,14,12,11
219208,0.004226335759696454,0.0013246945184690797,4.603921568627451,1.4430442852132461,12,15,12,12
219209,0.058374876376879145,0.015796884657171825,147.90980392156865,40.02602244720739,12,12,12,12
219210,0.08248062257985896,0.02270063460122113,248.1725490196078,68.321877404054,12,13,12,12
219211,0.06366283581996884,0.01804010920155011,201.05098039215687,56.971726041389445,12,14,12,12
219212,0.03211786699746749,0.01536814669976262,288.7607843137255,138.16976372751535,12,14,13,12
219213,6.132298938751563E-4,1.510209032539472E-4,1.0,0.2462712675333023,12,13,12,11
219214,0.06014054407793571,0.015957041981982292,196.77254901960785,52.20950148935411,12,14,12,12
219215,0.12278334667327317,0.0369854631992319,189.49803921568628,57.081623409308634,12,15,12,12
219216,0.031017294270193497,0.008596228640971922,50.0,13.85715427994728,12,13,12,12
219217,0.0,0.0,0.0,0.0,,,,
219218,0.07560550779788651,0.038420407311875904,442.235294117647,224.73045446779213,12,14,12,12
219219,0.03313891834570519,0.018480660983025032,59.31372549019608,33.077629178762436,12,14,12,12
219220,0.031072080617688173,0.008433987035765743,59.733333333333334,16.213595900932948,12,13,12,12
219221,0.013175938989137626,0.004318070300657387,20.949019607843137,6.865494707518932,12,12,12,11
219222,0.005752009443822039,0.0020958271869977807,12.0,4.372372210025787,12,14,12,12
219223,0.02425017049559989,0.008925736638345743,60.937254901960785,22.429116068166845,12,13,12,12
219224,0.03330100929279929,0.011946405251800843,60.062745098039215,21.54691130133236,12,12,13,12
219225,0.030342693955259407,0.010564819481750797,59.0,20.542815029621124,12,14,12,11
219226,0.026930884460277537,0.012720693741686542,81.73333333333335,38.60640757469571,12,13,12,12
219227,0.03211766160187206,0.014042537738178814,145.7019607843137,63.70405505241132,12,14,12,12
219228,0.033524095904562214,0.029866676306135927,107.02745098039216,95.35094528431986,12,14,12,12
219229,0.03354304183078355,0.017893685956629806,50.996078431372545,27.204086530792946,12,15,13,11
219230,0.029639255065026994,0.012887624293759548,105.10196078431373,45.700021142702475,12,13,12,12
219231,0.03248637809360327,0.02604083931817078,172.99607843137255,138.67237117430744,12,14,12,12
219232,0.04535559554387317,0.03070829820935498,225.2627450980392,152.51559303718463,12,14,13,12
219233,0.0464962053423701,0.027930905794568694,135.0,81.09634441137314,12,15,12,12
219234,0.011520500931634894,0.00902735941910493,54.603921568627456,42.78713474507427,12,13,12,11
219235,0.05036900232339373,0.02445452960506209,80.0,38.84060192108154,13,14,12,11
219236,0.036447714392039886,0.018827249327184874,117.1450980392157,60.51188682282671,12,14,12,11
219237,0.014181133206327468,0.00440498006642522,10.392156862745098,3.228038490402932,12,13,12,12
219238,0.008013834560515421,0.0039678025138690865,8.741176470588236,4.327923382029814,12,13,12,12
219239,0.015307143333555663,0.009774276978146012,54.0,34.48134934902191,12,14,13,11
219240,0.03431399701601883,0.020257402065073333,75.30980392156863,44.45943667736708,12,14,12,11
219242,0.025240717130053596,0.009419415650887396,149.91372549019607,55.94530792803157,12,14,12,11
219243,0.02038032829210344,0.0065606815104268,104.01176470588237,33.48268250600965,12,13,12,12
219244,0.01429107477887967,0.015113005753108685,88.86666666666667,93.9777074414141,12,14,12,11
219244,0.17058259183225852,0.5427602303320902,847.8784313725491,2697.782275215434,12,14,12,11
219245,0.026512089253412627,0.024491411909642602,85.0078431372549,78.52878292331508,12,13,12,12
219246,0.049990734917568835,0.04144951042350062,279.3019607843137,231.58150313099225,12,14,12,12
219246,0.01951549850709507,0.008978708200570543,308.29803921568623,141.84204066933376,12,14,12,12
219247,0.04595324199052615,0.013452290017335207,141.52156862745096,41.42883292711249,12,14,12,11
219248,0.020725854426557933,0.0064721028270298955,181.71372549019608,56.74409808399631,12,13,12,12
219249,0.015349844794763352,0.005814600681731611,64.18823529411765,24.314835862552417,12,13,12,12
219250,0.019879029014020645,0.012610107035665516,31.976470588235294,20.284024760769864,12,14,12,12
219251,0.015735473132437342,0.00921025937738927,24.83921568627451,14.538845910511768,12,14,13,12
219252,0.05855867166571728,0.03136262331939269,173.76470588235296,93.06421853116915,12,14,12,11
219253,0.00216913753325459,7.696771060391776E-4,1.5411764705882354,0.5468570930116317,12,15,12,12
219254,0.020930286509685675,0.012497138981475678,35.380392156862754,21.125065717510143,12,14,12,12
219255,0.017187420373096087,0.010663213324754374,44.9686274509804,27.89889681070459,12,13,12,12
219256,0.009061511673359165,0.0036065231195841646,45.0,17.910205960273743,12,13,12,12
219257,0.002201716043386757,6.219990183586476E-4,4.0,1.130025863647461,12,14,12,12
219269,0.0489772315040272,0.014134050132204775,143.48235294117646,41.4076675437829,12,14,12,12
219270,0.05034696462030577,0.016949271737763047,228.8705882352941,77.05318394864307,12,14,13,12
219271,0.03211214238261818,0.008642659360387654,111.27058823529413,29.949865034105734,12,13,12,11
219279,0.031488976103155014,0.007122354124066404,80.67450980392158,18.247555058259593,12,13,12,11
219293,0.047718328256313586,0.036375116158169414,275.63921568627455,210.11650773847805,12,12,12,12
219294,0.05548056454218356,0.01824215021966616,442.44705882352935,145.51355464516894,12,14,13,12
219469,0.048450810550497554,0.02066298407260873,204.37254901960785,87.23709297180176,12,13,12,11
219470,0.06834308620927976,0.029816724906061853,255.93333333333334,111.82534665769222,12,13,13,12
219472,0.06056295122459977,0.028784128289088877,158.26666666666665,75.28257352195534,12,13,12,12
219473,0.053615536853615024,0.05276049326497776,814.5333333333332,802.7331112916563,12,14,12,12
219477,0.06619917405184757,0.04346894288897547,505.2235294117647,332.5145705973401,12,12,12,12
219600,0.05497455579110082,0.023482569804972524,852.9254901960784,364.58918164138703,12,14,12,12
219601,0.06620819646381525,0.03604693477126091,190.09411764705885,103.6199532513525,12,13,12,12
219602,0.06946443532621543,0.04341785414732884,101.44313725490197,63.40913685770596,12,13,13,12
219609,0.03675293134292712,0.020032022001593902,135.18823529411765,73.70974960011594,12,13,12,12
219623,0.07093317719772467,0.032237861549500556,211.89019607843142,96.35391125199843,12,13,12,11
219628,0.03152204915647658,0.01472652253646913,257.4392156862745,120.2708742935868,12,14,13,12
219629,0.05663985386455878,0.025550869684236522,215.4666666666666,97.19941605890502,12,13,12,12
219630,0.011496200330451737,0.003039348324645634,34.325490196078434,9.074921984766045,12,13,12,12
219631,0.029542481562031014,0.012006154482270149,72.18039215686275,29.334331207298767,12,12,12,12
219632,0.0127104613663746,0.005510005483754987,17.913725490196075,7.7656288658871375,12,14,12,12
219633,0.24320717674265876,0.21481894456899403,136.50980392156862,120.57576751849231,12,14,12,12
219634,0.0191249070005241,0.017781482761276484,81.85490196078432,76.10502514348312,12,13,12,12
219635,0.0703125199490326,0.07011861456361843,107.9843137254902,107.68651839705075,12,13,12,12
219636,0.042190843293093375,0.028939367254610323,170.58039215686273,117.00379110153985,12,13,12,12
219637,0.022281272687011047,0.009030861050004045,31.172549019607843,12.63459959065213,12,14,12,12
219638,0.02175807027242636,0.009683217117144411,48.77254901960785,21.705747596189084,12,13,12,12
219639,0.023292982919405722,0.010069351826945353,65.72549019607844,28.412551843301923,12,14,12,11
219640,0.018051639194312505,0.008199346614800814,112.21960784313725,50.97196170266937,12,14,13,12
219641,0.03184763729636342,0.018726600644647255,319.1215686274509,187.64538534423883,12,14,12,12
219642,0.0017342219804134926,9.869583786117626E-4,1.0,0.5691072940826416,12,14,12,11
219643,0.025236070897463544,0.010747112234937507,150.66666666666666,64.16337881240189,12,13,12,12
219644,0.033705437914729804,0.014078317494369726,218.43529411764706,91.2375454175706,12,14,12,11
219645,0.03873077581106961,0.021752951560693536,147.3686274509804,82.76887171443772,12,14,13,12
219646,0.02556600958579662,0.012966057139387983,43.00784313725491,21.811857250858758,12,13,12,12
219647,0.04353504571179803,0.019836003184018246,69.80392156862746,31.804969717007054,12,13,12,12
219648,0.08792169648631165,0.04303360829709204,255.91764705882352,125.25986440170044,12,13,12,12
219649,0.07593923817227449,0.036399805156848784,136.95686274509802,65.64726271687769,12,14,12,12
219650,0.053660114654194006,0.018179520550034134,116.43529411764706,39.45055768489837,12,14,12,12
219650,0.005944173790483198,0.001479297764392374,9.890196078431373,2.461325234408472,12,14,12,12
219652,0.04671318776944469,0.019661504409288027,772.1686274509805,325.0582551230402,12,14,12,12
219653,0.09578020102510929,0.04363601523776104,347.72156862745106,158.41670308405278,12,14,12,12
219654,0.13802530029203006,0.06757853498864212,240.76862745098035,118.05625544494272,12,14,12,11
219655,0.18716711981824288,0.08326711914765812,236.4823529411764,105.20849484964917,12,13,13,11
219656,0.017955272064973538,0.006240819442496667,9.007843137254902,3.130908982192769,13,14,12,11
219657,0.05887835103856126,0.0373558561345699,713.5215686274508,452.69965269752583,12,14,12,11
219658,0.03930415426983308,0.014418921295759552,97.49803921568628,35.76763271105055,12,13,12,12
219659,0.0,0.0,0.0,0.0,,,,
219660,0.034476859587411916,0.014248499121177876,115.38823529411765,47.687323870495256,12,12,12,11
219661,0.019185757806654092,0.0078060842126672835,55.0,22.37777814269066,12,14,12,12
219662,0.0438862630974249,0.01742213889255771,75.04705882352941,29.79247240529341,12,14,12,12
219663,0.04942686391691976,0.024320208376909923,178.05882352941177,87.61283537757163,12,14,12,12
219664,0.04608246162379736,0.018779833612942016,99.04313725490196,40.36272309702986,12,13,13,12
219665,0.03837309131048017,0.013800633975739916,39.26274509803922,14.120592203444126,12,13,12,12
219666,0.12521606749234845,0.04422546650866225,30.96470588235294,10.936524284587186,12,13,12,12
219667,0.03913341653852216,0.01293858748204763,36.02745098039216,11.911669552443074,12,13,12,12
219668,0.0191248577729227,0.009754270411281272,33.023529411764706,16.843023861506406,12,14,13,12
219669,0.05095362524115365,0.02907616083588618,16.36470588235294,9.33835066720551,12,13,12,11
219670,0.13401252288234322,0.08013072845777588,101.05490196078432,60.42422554387766,12,15,12,12
219671,0.04927916120576674,0.026916062847014192,23.5921568627451,12.885933146523495,12,15,12,12
219672,0.0810629795611972,0.03696384859954902,212.1647058823529,96.74482863638916,12,14,12,12
219673,0.09297624418514304,0.03664670217002602,314.38039215686274,123.96875152587891,12,14,13,12
219674,0.03032793215224164,0.009074045241354838,60.062745098039215,17.97909973427361,12,13,12,12
219675,0.07601038654575847,0.032489204550161736,333.47843137254904,142.53905896673015,12,12,13,12
219676,0.05366850915838655,0.022985624210623057,277.65098039215684,118.914819827968,12,14,12,11
219677,0.0214057750119997,0.009887846308708249,9.968627450980392,4.604750638031492,12,13,12,12
219678,0.057162489442222714,0.02728212413481576,192.1529411764706,91.70944871715471,12,12,13,11
219679,0.06317302377003875,0.02098717041230961,145.65098039215687,48.38777319473379,12,13,12,11
219680,0.09064470467121352,0.023040023688842955,13.811764705882354,3.5106671389411477,,,,
219681,0.05134500228596488,0.01958589722812494,108.34117647058824,41.327472070385426,12,14,12,11
219682,0.033416947370935764,0.015035483564315295,54.85490196078432,24.68118849092839,12,13,12,12
219683,0.03097342551267467,0.014143832883139083,41.63921568627451,19.0143033359565,12,14,12,12
219684,0.03923061848262207,0.02122993413161877,89.49411764705881,48.43039177819794,12,12,13,11
219685,0.02073203985986221,0.007359994086692266,50.984313725490196,18.09972632071551,12,13,12,12
219686,0.004625518520834638,0.0022370236489695924,8.701960784313725,4.208499431843851,12,14,12,12
219687,0.044248012772534845,0.0169211456857695,81.83921568627453,31.296621128624565,12,12,12,12
219688,0.059457441570898245,0.03536341878889203,301.678431372549,179.42885577211194,12,14,12,11
219689,0.015234348867391875,0.004060924638001761,22.32549019607843,5.951165618031633,13,14,12,12
219690,0.032063112986621525,0.02233492616228812,108.45882352941177,75.5516102316333,12,14,12,11
219691,0.018004366669925376,0.005630234176083061,13.0,4.065294027328491,12,15,12,12
219692,0.04520533666875134,0.014111834385940786,85.03921568627452,26.546850803669766,12,14,12,12
219693,0.0,0.0,0.0,0.0,12,13,12,11
219694,0.03331183737435558,0.017430081720486688,719.5372549019608,376.49058540165424,12,14,13,11
219694,0.03535024958507076,0.012686044126314671,331.34509803921566,118.90887855396555,12,14,13,11
219695,0.010773554333463987,0.0027360178348648945,41.82352941176471,10.621371447689393,12,14,13,11
219696,0.011558723376969593,0.0037447359610454584,107.45098039215686,34.811417939616184,12,13,12,12
219697,0.00888800196487781,0.0028823365770846735,4.541176470588235,1.4726818351184623,12,11,12,12
219698,0.024821646345756846,0.009817625418031892,69.12156862745098,27.33943025528216,12,14,12,12
219699,0.005887575916890236,0.0022490517690674124,73.82352941176471,28.200560258767183,12,13,13,12
219700,0.021085579489561877,0.009381507936406852,224.97254901960784,100.09598053237971,12,14,12,11
219701,0.014059956464625949,0.0048526584628429004,26.31764705882353,9.083282230882084,12,14,12,12
219702,0.023121235236867717,0.008097355364012869,27.576470588235296,9.657636356821246,12,12,12,12
219703,0.02911187434712442,0.013353537535349297,42.51372549019608,19.500930181671592,12,13,12,12
219704,0.03338720251665311,0.015136338379076825,97.05882352941177,44.002344757201634,12,14,12,12
219705,0.023158612756964982,0.0089373916680232,54.321568627450986,20.963826285273424,12,13,13,12
219706,0.03309453633252877,0.01371617489708523,131.30588235294118,54.42029552167537,12,13,12,12
219707,0.026085965384781522,0.022211843251635416,222.58039215686276,189.52416399203096,12,14,13,12
219708,0.021796142136323377,0.008981512866387986,87.90196078431373,36.221666514522894,12,13,13,12
219709,0.027082271345023355,0.021044153975904468,84.58823529411765,65.72889789786993,12,14,12,11
219710,0.02315803347831817,0.008923577523850569,27.56078431372549,10.620107086032045,12,15,12,12
219711,0.015093231815297783,0.009639619163897122,31.250980392156862,19.959114997059693,12,14,12,12
219712,0.042620317631936515,0.026153596113549595,429.74901960784314,263.7118377690221,12,13,12,12
219713,0.005780346820809247,0.002111781495521578,7.090196078431372,2.5903194639028286,12,12,12,11
219714,0.05825183593609705,0.052967889595711776,292.5882352941176,266.0479467301977,12,14,12,12
219715,0.019796336305481475,0.014261118951949156,11.031372549019608,7.946910665549484,12,14,12,11
219716,0.061414033953014625,0.04627610661273145,159.37254901960787,120.08885583410077,12,14,12,12
219717,0.03599654522321386,0.02235596299744925,76.0,47.20045152306557,12,14,12,12
219718,0.08343828404109982,0.04831071557451894,331.0,191.6487981379032,12,14,12,11
219719,0.05295162516871845,0.04341252932947925,74.0,60.66909486055374,12,14,12,12
219720,0.028010626067350528,0.03618122194599733,19.68235294117647,25.423622395010554,12,14,12,11
219721,0.024332154462526255,0.015899133078324856,29.247058823529414,19.11063326106352,12,14,12,12
219722,0.09519648447514473,0.11969860045416238,103.38823529411765,129.9987823748121,12,13,12,12
219723,0.05137048897033516,0.04130242697350857,84.86666666666667,68.23371497416029,12,14,12,12
219724,0.0143454329785501,0.006685082563757898,49.03921568627452,22.85265326009077,12,14,12,12
219725,0.0070426199652015575,0.004462383604845228,16.984313725490196,10.761694295967327,12,14,13,12
219726,0.03978284770700646,0.029186908989704132,223.3490196078431,163.8612589084635,12,13,12,12
219727,0.02910578159399535,0.017243010896212437,62.31764705882354,36.91857110215169,12,12,12,12
219728,0.024180111350428746,0.011775956080426595,21.0,10.22721004486084,12,13,12,12
219729,0.013405915408696628,0.007837142446333299,23.023529411764706,13.45963137290057,12,12,12,11
219730,0.01385765110002452,0.006461451474646952,31.894117647058824,14.871372645742753,12,13,12,12
219731,0.027341566660367685,0.01242442268683823,134.47450980392156,61.10725735519446,12,14,12,12
219732,0.017583056327538933,0.005842187715447632,3.7960784313725493,1.2612939619550518,,,,
219733,0.0,0.0,0.0,0.0,12,13,12,11
219734,0.026170078232515517,0.012378830763896917,41.38823529411765,19.577242214188857,12,14,12,12
219735,0.04362494571934397,0.023312834429550566,30.729411764705887,16.421560572175416,12,14,12,12
219736,0.057375432321186706,0.032069809811969614,85.54901960784314,47.817344069247156,,,,
219737,0.019387112405614425,0.011247714714024786,73.27058823529413,42.50899546859312,12,14,12,12
219738,0.04055384069617286,0.029403791983789465,73.52156862745099,53.30722992279951,12,13,12,12
219739,0.02900387110043563,0.015802629986571306,61.937254901960785,33.74623746638204,12,14,13,12
219740,0.009417026235394158,0.005576020161758868,1.172549019607843,0.6942910437490426,12,11,12,12
219741,0.010140954314134419,0.006518475224427535,19.278431372549022,12.391928153412014,12,13,13,12
219742,0.026683136609021895,0.01663551226851381,57.18039215686275,35.64892423187986,12,14,12,12
219743,0.03523379275591667,0.04510712648278427,78.1450980392157,100.04318427151324,12,14,13,11
219744,0.16948112427426168,0.3410802858153271,152.70980392156866,307.328050786841,12,14,12,11
219745,0.1414284999249212,0.30333072643108255,387.8274509803923,831.7982761483568,12,14,12,12
219746,0.05633960770720126,0.03560396433088725,238.38039215686277,150.64512027922802,12,14,12,11
219747,0.044802457687852085,0.030921004308407038,68.4,47.20715790706522,12,14,12,12
219748,0.03455320333146051,0.017539225733215733,128.5450980392157,65.24956513526394,12,14,12,11
219749,0.041111902298773366,0.030891905296231797,36.0,27.050769448280334,12,13,12,12
219750,0.03198051219505757,0.01974808211825414,190.02745098039216,117.34263928591035,12,14,12,12
219751,0.02201410071416831,0.010974929314780677,18.905882352941177,9.425355373410618,12,13,12,12
219752,0.03400387974564499,0.024301961953266334,165.1843137254902,118.0542613802003,12,14,12,12
219753,0.05609596543159133,0.027850042208020242,87.7686274509804,43.574612902075636,12,14,13,11
219754,2.2269235051775976E-4,9.775213509808007E-5,0.10980392156862745,0.04819908609577254,12,13,12,11
219755,0.04343807591007785,0.02130375249011407,182.6470588235294,89.57735011741227,12,14,12,12
219756,0.05021099124837859,0.024534918877878155,23.984313725490196,11.719609132701276,12,14,12,12
219757,0.05401226871477735,0.027573547358389128,29.729411764705887,15.177021123848709,12,14,12,12
219758,0.011468233742092172,0.0033418573875840154,6.0,1.7484073638916016,12,13,12,12
219759,0.06452796896902847,0.03646170104034983,754.9372549019608,426.5793102161557,12,14,12,11
219760,0.042625583810585115,0.037042085674949134,501.85490196078433,436.11724727177153,12,12,12,12
219761,0.04963723725540617,0.025610795368529272,115.8235294117647,59.76022991292617,12,14,13,11
219762,0.030413530331685538,0.012313978235973876,47.360784313725496,19.17566493983362,12,14,12,11
219763,0.06099676266318358,0.030716220794631,408.75294117647053,205.83626152358804,12,14,12,11
219764,0.08170715221680001,0.04698497030889792,594.941176470588,342.1156257880669,12,14,12,12
219765,0.033205882758335505,0.015150948205008459,236.18823529411765,107.76631796289892,12,13,13,11
219766,0.02353269184026539,0.01099049791940191,64.54509803921569,30.14456529336817,12,14,12,11
219767,0.054962023203405236,0.04138068447087619,526.8,396.6255845164552,12,12,12,11
219768,0.07960317091754687,0.04513268415013049,181.49803921568628,102.90411278056162,12,14,12,12
219769,0.024656026417171174,0.02457324333369628,36.015686274509804,35.894762914321,12,12,12,12
219770,0.043024660262531954,0.03824367252764763,173.49803921568628,154.21858430645045,12,12,12,11
219771,0.04081137835107807,0.023075484133576706,186.80392156862746,105.6222823734377,12,14,12,12
219772,0.050340200863543426,0.0310287803797886,509.749019607843,314.19998543706583,12,14,12,11
219773,0.03085719898984525,0.019924125737539558,59.129411764705885,38.17915667505825,12,14,12,12
219774,0.011017815736033306,0.004064730981500135,3.0,1.1067704558372498,,,,
219775,0.035601183055901826,0.022449321732723043,142.7921568627451,90.0415883732777,12,14,12,12
219776,0.020670376827630378,0.01105738017036214,44.54117647058823,23.82678968929777,12,12,12,12
219777,0.04379648232349936,0.023662004540466547,292.36470588235295,157.9564072511944,12,14,12,12
219778,0.04220572218998179,0.03032928925929523,208.2,149.61378922415713,12,14,13,12
219779,0.05438028863938646,0.03828390509114927,431.7882352941176,303.980361875132,12,14,12,12
219780,0.06582361761151113,0.03388429701884374,175.7725490196078,90.48316508356262,12,13,12,12
219781,0.04856480544054296,0.023178821345140245,109.10588235294118,52.07363093133066,12,14,12,11
219782,0.0267228344053603,0.01869504910669191,45.325490196078434,31.709295958163693,12,13,12,12
219783,0.0067998186715020935,0.002290284165394872,1.0,0.3368154764175415,,,,
219784,0.030854174011202884,0.010840169263539742,135.91372549019613,47.75132820010185,12,14,12,12
219785,0.04651827780554093,0.019510001588373058,136.52549019607844,57.25948285776026,12,14,12,12
219786,0.008731870861700247,0.003861682401582348,11.0,4.864765763282776,12,13,12,11
219787,0.019263586418663374,0.007973237916341984,14.12156862745098,5.844946209472768,12,13,13,11
219788,0.043825687648670196,0.02463490557018484,660.8078431372547,371.44742476659667,12,14,12,11
219789,0.04173335069032324,0.010708051347903065,21.372549019607845,5.483824053231407,,,,
219790,0.0,0.0,0.0,0.0,,,,
219791,0.0,0.0,0.0,0.0,12,13,12,11
219792,0.03026377558008349,0.016909927231303266,340.5411764705882,190.27786199847853,12,14,12,12
219793,0.056005244370895345,0.026654641849450596,164.83529411764707,78.45025547532475,12,14,12,12
219794,0.0493011171798753,0.032320401702747935,610.3607843137256,400.1350651071351,12,14,12,11
219795,0.05458957009090289,0.035914029820497746,187.9294117647059,123.63721654204761,12,14,12,11
219796,0.01808636780307416,0.009945526149914683,22.67058823529412,12.466346509316388,12,14,13,11
219797,0.0365490973115078,0.015601733326010685,77.25490196078431,32.97784260569834,12,14,12,11
