system:index,m_bu,m_nl,s_bu,s_nl,v_code_2011,.geo
10640,0.043579929966304554,0.013989977680039036,72.42745098039215,23.25057482701891,216048,
10150,0.08453755901641825,0.022388279844777433,416.18039215686275,110.21802845889447,216050,
9682,0.015556323030231597,0.004584088999658559,289.51372549019607,85.31300627343795,216903,
9918,0.010432651040514693,0.0025326702945595073,71.4,17.333337262915627,216905,
9692,0.028062158791456147,0.012261551383750223,160.15294117647062,69.977635437367,216894,
10209,0.06866443012117794,0.04887130567544158,556.5529411764705,396.1216726739033,216892,
10005,0.048733419320181645,0.02522553751908409,273.2274509803922,141.42880618876103,216844,
10009,0.04322408023015563,0.015239857735839347,242.50980392156862,85.50361029388858,216898,
10038,0.0975881069530416,0.050598386608968926,391.8549019607843,203.17256316460814,216143,
10105,0.04574270023644925,0.018955249941362797,206.9607843137255,85.76217351509075,216116,
10162,0.04342561159136244,0.012321984877991944,194.63529411764708,55.22761943825319,216077,
10103,0.0648752064800435,0.018491546736376152,370.87450980392157,105.71131412860225,216110,
10113,0.058665955143917536,0.02314704668003149,152.61568627450978,60.21554418802262,216113,
10426,0.056129459298232945,0.018288763571188332,188.55294117647057,61.43654695667473,216086,
10320,0.03548465094764546,0.012181093955928502,344.1568627450979,118.14142083180883,216161,
10063,0.03571483225276606,0.012800698847747002,164.74117647058824,59.045557680317,216104,
10068,0.05409499989111943,0.0214819006637282,204.5764705882353,81.24025193008724,216098,
10130,0.043662663819577056,0.012988852389130475,670.529411764706,199.47036644331376,216097,
10151,0.049736005349574376,0.01525679616598506,319.09411764705885,97.8838947054218,216209,
10178,0.05878492611053155,0.01677278005428682,389.56862745098033,111.1534765221909,216207,
10154,0.04827643843923217,0.011809064198741273,194.81568627450977,47.654529217878974,216211,
10094,0.06850923830518829,0.01994790018227188,513.8117647058824,149.60706100937196,216213,
10329,0.0426067520462123,0.010915215712802592,156.30980392156863,40.044245240267585,216214,
10273,0.04419033755475936,0.03776926122519463,366.1921568627451,312.9826110521953,216857,
10230,0.04829096100914807,0.04369658646060368,297.64313725490194,269.32553856197524,216860,
10318,0.052083326713343446,0.04151167152451248,321.3882352941177,256.15419938131873,216855,
10269,0.04890021608562632,0.033642183587765,296.23137254901957,203.80012641046557,216862,
10244,0.020574452673437108,0.011189569988927943,81.87058823529412,44.52593182594168,216845,
10274,0.014599870201188163,0.0036464511216323593,68.81176470588235,17.18636762762771,216846,
9994,0.03183195230664399,0.014665216986088586,126.95294117647059,58.48816344784755,216865,
9968,0.044013091846452364,0.035727411649666044,428.26274509803926,347.6401849184551,216895,
9952,0.021252396867186194,0.010348730230189847,199.0235294117647,96.91334244386822,216884,
9686,0.012954390090643754,0.006602631016960383,103.0,52.497337967157364,216882,
9911,0.06271593677703409,0.06591676142679839,540.3686274509802,567.947346857716,216881,
9696,0.018381863882523008,0.009301396304195773,176.11764705882354,89.11718865539513,216879,
9926,0.01908983144385135,0.012915171217880238,151.25098039215686,102.32842099117298,216880,
9980,0.03391296794927474,0.014096602965886747,114.83529411764707,47.73358527831003,216875,
10208,0.0493254507327538,0.023979926399043755,357.25882352941176,173.68397381831616,216166,
10656,0.06794261835416708,0.04024954079164845,368.21568627450984,218.13278092367977,216871,
9949,0.03151805799322672,0.01948534169361804,105.0,64.91392579674721,216175,
9928,0.08118750785252056,0.06649770578280323,400.38431372549013,327.94008583847216,216749,
9700,0.03608123274024944,0.02116086363062235,224.41960784313724,131.6172524313132,216682,
9673,0.0025994347817840393,8.703879615079939E-4,10.749019607843136,3.5991736858498817,216753,
9699,0.007754961762851649,0.0028722444574867992,72.11764705882354,26.710578128695488,216664,
10013,0.05931598580217003,0.053034687014909036,221.3098039215686,197.87408108594371,216740,
10061,0.025767915741174822,0.012060464134029171,190.98431372549018,89.38866026202838,216307,
10291,0.05390954762174888,0.04705643223967008,290.69803921568626,253.74378357868568,216312,
10349,0.016079085450253293,0.006412692626407319,87.55686274509804,34.91960098439572,216403,
10333,0.031100307986665292,0.010784113993932913,124.93725490196078,43.322323352215335,216725,
10132,0.012243105278553438,0.0040090845458851665,55.31372549019609,18.112839593606836,216481,
10428,0.021359313332218702,0.00789686027893439,119.23137254901961,44.08163667251082,216327,
10089,0.008458048163574499,0.0026765298521934217,56.30980392156863,17.819107701030433,216297,
10019,0.05339015013602054,0.060761299675154756,448.5450980392157,510.4721198638281,216273,
