system:index,B1,B10,B10_1,B11,B11_1,B1_1,B2,B2_1,B3,B3_1,B4,B4_1,B5,B5_1,B6,B6_1,B7,B7_1,B8,B8_1,B9,B9_1,BQA,BQA_1,class,stable_lights,.geo
4227_0,0.1435003,311.13654,296.40387,308.49207,294.7795,0.15407014,0.13017769,0.13288884,0.1327293,0.120096765,0.130968,0.10617423,0.2636296,0.23138782,0.21408753,0.18170698,0.17111647,0.11837132,0.09395825,0.100016184,0.0015580632,0.0014874447,2720,2720,2.0,4,
6528_0,0.14580353,314.12762,297.8685,311.60364,296.19257,0.1566583,0.13749383,0.13898739,0.13722286,0.12360715,0.1620842,0.12524335,0.28623286,0.2353742,0.30120385,0.22960289,0.21155849,0.15918697,0.16145194,0.13068742,0.001422579,0.0012494527,2720,2720,2.0,0,
4338_0,0.1430306,315.97437,306.1982,313.10083,302.69934,0.141735,0.12967895,0.122677386,0.12352539,0.108719364,0.13621853,0.10651673,0.20908488,0.20017675,0.2636041,0.22450154,0.211787,0.15904486,0.1245472,0.10153685,0.0014532354,0.0011731397,2720,2720,2.0,0,
4425_0,0.14046472,311.56036,303.00293,309.2863,300.0407,0.1440334,0.12706766,0.12523915,0.12613668,0.11322041,0.12565984,0.10215933,0.2775234,0.25744534,0.27257332,0.21837245,0.184675,0.13108093,0.12774886,0.1145372,0.0014305285,0.0013646735,2720,2720,2.0,0,
6676_0,0.1371268,312.22543,302.61142,309.70627,300.01596,0.13646781,0.124206595,0.11415413,0.11932462,0.09698792,0.1404193,0.08128215,0.23705976,0.23575415,0.24539319,0.16045743,0.16805357,0.095886596,0.1248878,0.090810955,0.0010899254,0.0011970814,2720,2720,2.0,0,
4561_0,0.13869359,311.83362,301.9607,309.38947,299.45374,0.13457642,0.12802134,0.11355559,0.12472885,0.09535988,0.15422508,0.08250318,0.2633089,0.24746165,0.245098,0.14673881,0.15613246,0.08259894,0.1321994,0.08920686,0.0012942873,0.0011013144,2720,2720,2.0,0,
4205_0,0.14911604,312.94644,302.1588,310.6093,299.51724,0.13663541,0.14462008,0.11535122,0.15386178,0.098568074,0.19609655,0.086980276,0.3525015,0.2289547,0.33749226,0.15478323,0.22014314,0.090403944,0.17731798,0.09212775,0.0014078217,0.0011970814,2720,2720,2.0,0,
18158_0,0.14808418,313.1493,296.2975,310.87256,294.668,0.14984578,0.13275188,0.12670104,0.123064764,0.10248535,0.12166476,0.08478469,0.2153069,0.16701096,0.20038106,0.11093407,0.13690673,0.07336106,0.11879702,0.09430437,0.0015806439,8.627155E-4,2720,2720,2.0,6,
3473_0,0.1465294,317.28537,301.87305,313.55576,300.1589,0.13724448,0.12904616,0.1145385,0.11477673,0.09392354,0.104471035,0.073948175,0.14445113,0.1401227,0.120968714,0.08002443,0.09628647,0.051193,0.14020887,0.10917565,0.0010284226,0.0011070038,2720,2720,2.0,3,
3722_0,0.1615273,316.1459,304.43924,312.68246,301.7245,0.16703531,0.14633659,0.14765036,0.13765924,0.13013501,0.13791634,0.12568238,0.2357026,0.21348047,0.23463131,0.19950756,0.18280289,0.14920017,0.13635227,0.1272568,0.0011998272,0.0010578034,2720,2720,2.0,62,
11866_0,0.16067028,316.10458,301.58893,312.7304,299.71307,0.15070078,0.14612232,0.13045482,0.14404404,0.11943394,0.14674367,0.11672792,0.3004935,0.2426317,0.27902508,0.22241035,0.20999193,0.16917554,0.13630942,0.10617443,0.0015426362,0.0012054045,2720,2720,2.0,3,
11866_1,0.16067028,316.10458,301.58893,312.7304,299.71307,0.15070078,0.14612232,0.13045482,0.14404404,0.11943394,0.14674367,0.11672792,0.3004935,0.2426317,0.27902508,0.22241035,0.20999193,0.16917554,0.14580095,0.11758892,0.0015426362,0.0012054045,2720,2720,2.0,3,
18860_0,0.17545392,318.47238,299.99426,314.66357,298.35858,0.14573154,0.16947618,0.122804165,0.18177447,0.111611076,0.21042043,0.09035651,0.32288322,0.32607555,0.38008946,0.17972901,0.3125561,0.10587923,0.19235869,0.09938478,0.0012855293,9.348024E-4,2720,2720,2.0,2,
8568_0,0.1813888,315.9454,301.05585,312.61432,299.45374,0.15881884,0.17607526,0.14280412,0.18648809,0.13463685,0.20634958,0.13148803,0.3409878,0.2421889,0.35853535,0.25335738,0.28864515,0.20159858,0.20881352,0.12017194,0.0016283384,0.0014760067,2720,2720,2.0,4,
11804_0,0.2299071,315.52487,312.457,313.54822,309.04614,0.2371667,0.22974814,0.23697518,0.24153301,0.24906574,0.26280937,0.26939228,0.30518037,0.3212261,0.35683852,0.36980385,0.34110266,0.34823236,0.25561127,0.2486348,0.0014532354,9.816058E-4,2720,2720,2.0,0,
18926_0,0.13678621,311.2351,303.8481,309.45392,300.90698,0.13852681,0.1212547,0.11647648,0.11485136,0.10129743,0.12491051,0.08556771,0.24984373,0.25354284,0.24523424,0.16562884,0.17168666,0.09808923,0.123979524,0.09397126,0.0010899254,0.0011252562,2720,2720,2.0,5,
19046_0,0.15504253,311.78027,305.18488,309.5853,302.5454,0.14836685,0.14430217,0.13026692,0.14164548,0.119876206,0.1596066,0.11882277,0.25904,0.22524373,0.28179228,0.21729508,0.22189157,0.16287553,0.14929768,0.11499209,0.0012942873,0.0010055476,2720,2720,2.0,3,
6365_0,0.13674079,307.9549,300.7558,306.32086,298.4504,0.15490295,0.11843905,0.13313992,0.10876592,0.110922,0.097866625,0.09605419,0.23662832,0.20084712,0.21058354,0.17534918,0.13519672,0.10689979,0.10122724,0.10584635,0.0014305285,9.097807E-4,2720,2720,2.0,9,
4258_0,0.15628101,303.95477,293.28848,302.09357,292.22543,0.15687986,0.13640182,0.1328341,0.116757885,0.106727295,0.10033697,0.090059556,0.22001204,0.16885793,0.16522077,0.15440062,0.09645523,0.09704925,0.10953551,0.09988695,0.0015291637,0.001015591,2720,2720,2.0,3,
4258_1,0.15910408,304.21536,293.54395,302.1884,292.44672,0.15983704,0.13868381,0.1369861,0.122356996,0.11078968,0.10993544,0.09642197,0.22862244,0.18797505,0.18888758,0.16631894,0.1244743,0.11025201,0.11889872,0.10950525,0.0014821123,0.001194814,2720,2720,2.0,3,
8929_0,0.13812599,302.12656,298.0878,299.3819,295.89526,0.15270671,0.11736406,0.13018623,0.10312116,0.10690233,0.08085319,0.088071644,0.28541735,0.2053563,0.18248981,0.14568338,0.09832332,0.08888594,0.09455821,0.098784775,7.7453395E-4,0.0013486794,2720,2720,2.0,5,
9072_0,0.13937385,301.9238,298.72195,298.83652,296.44122,0.161435,0.11835375,0.14044131,0.108327776,0.11914228,0.080551974,0.10738582,0.35047856,0.18779796,0.21747312,0.20072497,0.11387864,0.15700723,0.095074564,0.11718287,0.0013554377,0.00101787,2720,2720,2.0,6,
19153_0,0.1387069,301.52182,297.96152,298.85593,295.78186,0.15891576,0.11841829,0.13832922,0.1105223,0.12021105,0.08349952,0.10652063,0.33840868,0.2208789,0.2085014,0.21464442,0.10507902,0.15006024,0.099205434,0.11372209,9.681685E-4,6.3616683E-4,2720,2720,2.0,4,
2308_0,0.13687812,301.619,296.9823,299.04996,295.13916,0.15766886,0.11600862,0.13624258,0.10357297,0.11331494,0.080551974,0.098403074,0.29834783,0.21413548,0.19458121,0.18797609,0.1011633,0.12087267,0.09580608,0.11112651,0.0010111984,0.0013232325,2720,2720,2.0,11,
11710_0,0.14445138,301.39682,298.49197,298.0911,296.28305,0.15489514,0.12248462,0.13178937,0.10378812,0.10680054,0.08483345,0.095629364,0.23408267,0.1634962,0.14860377,0.16039167,0.087458275,0.109625146,0.09442912,0.104357645,0.0010757432,7.634012E-4,2720,2720,2.0,12,
18651_0,0.14273019,300.50638,300.09967,297.58536,297.78955,0.15825413,0.12035464,0.13687876,0.094923966,0.1128569,0.075302325,0.10781842,0.13429633,0.1886377,0.08184287,0.21426271,0.049441356,0.15260492,0.085909195,0.11283145,0.0012478628,0.0011451044,2976,2720,2.0,15,
4012_0,0.16084577,305.3779,300.47372,300.92886,297.7644,0.16868736,0.1429023,0.14817716,0.12551822,0.12489328,0.11947252,0.11858245,0.17898288,0.15420808,0.16803177,0.14530167,0.1321233,0.124562465,0.12265673,0.123315565,9.896834E-4,0.0013232325,2720,2720,1.0,40,
2375_0,0.16325545,304.01147,298.46112,300.22757,296.28305,0.16713509,0.14427926,0.14542891,0.12760517,0.12369727,0.115040444,0.11107562,0.22265823,0.1878743,0.19150458,0.16263099,0.13427481,0.1303389,0.112006836,0.110184975,0.0011402881,9.924232E-4,2720,2720,1.0,52,
3959_0,0.17029084,304.2968,299.7902,300.25504,297.41168,0.1712066,0.15860821,0.15436076,0.14744195,0.13616624,0.1469256,0.12929559,0.2980251,0.26065236,0.24828254,0.22281286,0.17760593,0.15759252,0.15215373,0.13428317,0.001161803,0.0015777013,2720,2720,1.0,53,
5408_0,0.1582855,303.96158,299.61163,300.24405,297.336,0.16291091,0.14077233,0.14176455,0.12513095,0.11710653,0.11323319,0.10947247,0.2322539,0.16932352,0.18640554,0.16563372,0.135996,0.1250714,0.11252319,0.10812378,0.0010757432,9.924232E-4,2720,2720,1.0,41,
9130_0,0.16349211,303.06235,299.75027,298.58942,297.57697,0.1569309,0.14470956,0.13486846,0.13233846,0.11339129,0.1198813,0.10094776,0.29105425,0.22014093,0.2949915,0.22377984,0.19376364,0.14858432,0.12616368,0.10942157,9.251386E-4,0.0011196575,2720,2720,2.0,7,
19173_0,0.15862973,302.56555,299.15936,299.13303,297.15356,0.16179125,0.14038506,0.13985604,0.13141333,0.122552164,0.12037615,0.10725859,0.28053346,0.23930244,0.28929004,0.21820697,0.20153055,0.15736349,0.123624906,0.11138098,0.0011187731,0.0016794889,2720,2720,2.0,6,
5501_0,0.1693872,302.83823,298.11636,298.97794,296.09073,0.16138409,0.15060465,0.13845646,0.13253209,0.11242431,0.11796647,0.09741065,0.2436138,0.17683035,0.17807925,0.14743921,0.11428742,0.1015076,0.11652497,0.10356879,7.7453395E-4,0.0010942107,2720,2720,2.0,49,
11620_0,0.15770459,301.89612,298.50146,298.33353,296.31412,0.16189304,0.1390081,0.13980514,0.13214482,0.118913256,0.119945854,0.1014567,0.32642484,0.26645425,0.2631924,0.17868797,0.16932267,0.10985417,0.13018698,0.115757845,0.0014630124,0.0013232325,2720,2720,2.0,6,
11468_0,0.1515298,302.5449,297.9901,298.79214,295.9746,0.1605698,0.13184361,0.13899085,0.12121523,0.119116835,0.10350843,0.1047648,0.26878628,0.20695946,0.22108763,0.1890703,0.1282076,0.12003292,0.11321167,0.11064302,6.6695915E-4,0.00101787,2720,2720,2.0,5,
11661_0,0.14950739,303.4069,300.84427,299.59174,297.865,0.1573126,0.12896061,0.13555552,0.117600724,0.11496899,0.09845241,0.10234734,0.29075304,0.2066032,0.24212927,0.19751866,0.13472663,0.12606382,0.10602567,0.107996546,0.0012048329,0.0010687638,2720,2720,2.0,5,
11499_0,0.14554864,301.65598,298.26865,298.55887,296.0879,0.1548188,0.12437793,0.13257824,0.11323319,0.11112651,0.09361155,0.0961383,0.30153203,0.21131088,0.23612659,0.20690857,0.12969212,0.1303898,0.09580608,0.099853545,0.0012908927,0.0011959982,2720,2720,2.0,3,
18591_0,0.15462795,301.78995,301.05118,298.8393,298.2472,0.17428567,0.13623267,0.15420808,0.120612815,0.13150947,0.10925292,0.12194144,0.18907338,0.17731385,0.18582463,0.21304126,0.12310855,0.1634962,0.11450257,0.12697992,0.0013984676,0.0012468919,2720,2720,2.0,0,
2231_0,0.15596189,303.4775,297.87802,299.94168,295.91513,0.16598998,0.13836265,0.14494541,0.12719639,0.122755736,0.114803776,0.11110107,0.24873435,0.18848503,0.20968471,0.17349681,0.14625864,0.12812503,0.12244158,0.12036373,0.0011402881,8.397419E-4,2720,2720,2.0,18,
5612_0,0.1567149,303.78452,298.1473,300.08743,295.96613,0.1654047,0.1379969,0.14441103,0.122742794,0.12250127,0.114373475,0.112475194,0.20011055,0.15782154,0.17085023,0.14952585,0.12530307,0.11832798,0.1292403,0.12036373,9.681685E-4,9.669763E-4,2720,2720,1.0,31,
5612_1,0.15658581,303.79816,298.16397,300.07645,296.01144,0.16202027,0.13752356,0.1405431,0.12493732,0.11463818,0.11572892,0.10015891,0.22752061,0.17349681,0.18063954,0.14031409,0.13257512,0.10316164,0.10641295,0.104255855,9.0362364E-4,0.0010687638,2720,2720,1.0,31,
19142_0,0.14559168,302.66873,298.33997,299.37915,296.15015,0.15868673,0.12498035,0.13624258,0.1145456,0.11494354,0.094708815,0.09967542,0.28098527,0.18591489,0.20004602,0.15408084,0.1149759,0.09608741,0.10094815,0.10303441,6.454442E-4,0.0011451044,2720,2720,2.0,18,
11555_0,0.16844055,301.0535,298.91367,298.16916,297.00748,0.19123329,0.15282069,0.17596516,0.14040656,0.16525203,0.13343573,0.16102785,0.1357163,0.17660134,0.110909574,0.17263162,0.0756896,0.15329199,0.13595298,0.15565854,0.0012263479,0.0010687638,2976,2752,2.0,4,
19124_0,0.14580682,303.19708,300.70923,299.66898,298.1887,0.16682974,0.124872774,0.14644678,0.11540619,0.1267509,0.0919549,0.12547855,0.33520293,0.20255715,0.22857484,0.27393565,0.123302184,0.23212641,0.10195935,0.12629285,0.0010542283,7.8884815E-4,2720,2720,2.0,2,
9146_0,0.15077677,302.4967,300.09967,299.04996,297.40048,0.165023,0.13074635,0.14227349,0.11646043,0.11988024,0.10307813,0.110872045,0.25779215,0.18851048,0.20357446,0.1898846,0.12782033,0.13535194,0.12304401,0.12731072,8.390788E-4,0.0011959982,2720,2720,2.0,0,
2019_0,0.16359633,312.8724,301.5681,309.52606,299.27963,0.16193974,0.15276994,0.1438506,0.15474227,0.12935957,0.16479687,0.12181832,0.3056042,0.24043284,0.29385597,0.21152471,0.21944332,0.15121934,0.15176234,0.11927992,0.0014792444,0.0021194317,2720,2720,1.0,0,
4344_0,0.15013784,312.3657,302.9229,310.33282,300.96164,0.15173687,0.13424303,0.13194725,0.12484239,0.11718513,0.12531923,0.10441922,0.24634686,0.23772193,0.2398073,0.19641756,0.17218623,0.13692546,0.1348107,0.111122556,0.0014305285,0.002094787,2720,2720,2.0,0,
6322_0,0.13490154,310.2977,305.3263,308.38828,302.70743,0.14278844,0.11557798,0.12095358,0.1063817,0.10175232,0.09300735,0.08992511,0.21042459,0.1768575,0.17952053,0.16052926,0.12382058,0.10883907,0.09822993,0.096102074,0.0015894766,8.1401377E-4,2720,2720,2.0,3,
18383_0,0.14314413,310.34302,303.6095,307.4692,301.04904,0.13665935,0.12992872,0.11434567,0.12795323,0.09749069,0.13948832,0.08839284,0.2616286,0.2250522,0.253386,0.1607926,0.19085127,0.094426155,0.13072346,0.096006304,0.001339701,0.0012449648,2720,2720,2.0,3,
18378_0,0.13133655,307.89777,302.1749,305.46823,299.95267,0.15016249,0.11321647,0.12787274,0.103952065,0.1103474,0.0971173,0.0931333,0.2474141,0.23692729,0.2002065,0.15492688,0.12261711,0.08726758,0.105950266,0.101584725,0.001158046,6.9430517E-4,2720,2720,2.0,9,
1839_0,0.15797171,310.664,305.6825,308.46094,302.35077,0.15928428,0.14175901,0.14139982,0.13001956,0.12619682,0.13499236,0.12590952,0.17459315,0.15823084,0.19175954,0.16972287,0.17341238,0.14863022,0.14259917,0.13019508,0.0010899254,0.0011491979,2720,2720,1.0,52,
751_0,0.16419339,309.9477,304.96234,307.60754,302.17212,0.16373745,0.15027408,0.14645152,0.14300789,0.13503131,0.14750385,0.13864651,0.20395313,0.18885231,0.22239111,0.20000915,0.19916199,0.16977076,0.13837568,0.12923741,0.0011126322,8.379555E-4,2720,2720,1.0,48,
758_0,0.16586879,314.22192,303.923,310.80615,301.39536,0.16245729,0.15684323,0.14419563,0.15785083,0.13386953,0.18093999,0.14005533,0.3038248,0.24467172,0.32487732,0.25933525,0.25914723,0.20558536,0.15036884,0.12285339,0.0012219838,0.0021194317,2720,2720,1.0,0,
12871_0,0.17755271,313.5562,303.8254,310.44553,301.428,0.17458244,0.16850571,0.15826769,0.16696215,0.1415833,0.18151882,0.14394918,0.24251103,0.19789624,0.2643353,0.20432848,0.22823307,0.17199475,0.16897736,0.14468852,0.0013077373,0.0016758287,2720,2720,1.0,26,
4534_0,0.16623324,315.77777,301.3945,312.3667,299.34598,0.1484345,0.15851542,0.1280534,0.16567585,0.110013545,0.19112322,0.09860309,0.30496106,0.21071143,0.3350391,0.17325163,0.26364928,0.11440029,0.17247182,0.1049614,0.0017150666,0.002094787,2720,2720,2.0,0,
717_0,0.17362949,312.24457,301.8038,309.09265,299.3681,0.17776158,0.16143104,0.1591549,0.15975885,0.13943921,0.17045662,0.13655579,0.24853522,0.1937313,0.27044526,0.2000896,0.2241812,0.16095395,0.16548291,0.13956244,0.001564998,0.0016265395,2720,2720,1.0,9,
1686_0,0.17225744,311.43634,301.1789,308.33896,298.7616,0.16785446,0.16554722,0.15149044,0.17618066,0.13771409,0.19343856,0.13278517,0.3104064,0.23905274,0.316988,0.22478351,0.25841832,0.16987531,0.17395107,0.1345103,0.0015006828,0.0018236964,2720,2720,1.0,0,
4193_0,0.13962822,306.43192,299.0791,303.86307,296.86682,0.1541274,0.12217736,0.1319719,0.11559578,0.111369,0.09842363,0.08982961,0.3063974,0.24432668,0.20021309,0.1292117,0.111158036,0.06636794,0.107234806,0.102768034,0.0016078748,0.0014786718,2720,2720,2.0,3,
1921_0,0.17633073,312.55463,301.44315,309.374,298.91418,0.17490281,0.1712927,0.15713404,0.17418689,0.13995676,0.18780026,0.13731977,0.28429446,0.21411239,0.31021345,0.22079109,0.25102207,0.17440993,0.16964196,0.13808376,0.001564998,0.001848341,2720,2720,1.0,0,
4392_0,0.13825615,306.75394,299.50815,303.53613,297.49014,0.16571037,0.11921886,0.14372738,0.111093715,0.12295197,0.08894786,0.10087039,0.30356756,0.2291456,0.17440127,0.14032643,0.092528075,0.0798239,0.100052945,0.11242872,0.0013077373,0.0014047379,2720,2720,2.0,6,
836_0,0.17016175,306.91135,300.7232,302.68854,298.33075,0.16614266,0.15781216,0.14573427,0.15150829,0.12570758,0.15417615,0.12038918,0.25488764,0.19041899,0.24309744,0.18431173,0.18797612,0.14810082,0.14167595,0.117869936,0.0013339227,0.0012977857,2720,2720,1.0,29,
836_1,0.16762298,306.97778,300.82797,302.72092,298.3864,0.16268189,0.15447734,0.14293511,0.14759256,0.12395174,0.14860377,0.11888781,0.2464968,0.19484675,0.23655689,0.18685642,0.18139255,0.14698116,0.14378442,0.11718287,0.0012908927,0.0013486794,2720,2720,1.0,29,
1430_0,0.15751095,306.57416,300.28915,302.39136,297.9767,0.15733804,0.14167595,0.13720956,0.1375666,0.12382451,0.13184361,0.10860727,0.29839087,0.26235732,0.25064918,0.21782528,0.1643312,0.14509809,0.13732994,0.11407835,0.0010972582,0.00101787,2720,2720,2.0,23,
18942_0,0.14785074,302.9229,298.23535,299.42612,296.0709,0.15484425,0.12999333,0.13405415,0.12091403,0.12323923,0.103895694,0.10537552,0.30919138,0.26266268,0.21164258,0.19914727,0.11942949,0.13008444,0.10933898,0.11603776,9.896834E-4,7.3795434E-4,2720,2720,2.0,0,
4383_0,0.22323792,319.42166,307.9395,315.8033,304.66653,0.22744513,0.22362381,0.22377308,0.2408174,0.23496173,0.26461402,0.25337127,0.31533724,0.30749083,0.36859018,0.36175826,0.34764487,0.3364236,0.24581254,0.23868307,0.0012219838,0.0016265395,2720,2720,2.0,0,
6651_0,0.1796108,318.69562,302.06668,314.7981,299.57242,0.15563072,0.17581621,0.13463351,0.19030856,0.115755744,0.22197306,0.096237205,0.29145488,0.28432488,0.3302798,0.16383739,0.28208628,0.08948459,0.20070617,0.106341496,0.0018008202,0.0013800934,2720,2720,2.0,0,
6397_0,0.15395291,319.05405,300.78143,315.06677,298.35858,0.1502089,0.14421964,0.12891597,0.15144455,0.11284768,0.17331226,0.09517749,0.24937756,0.2616765,0.30438986,0.17832841,0.2463118,0.10089504,0.16014877,0.103803106,0.002444033,0.002094787,2720,2720,2.0,0,
764_0,0.15974143,316.7168,301.84998,312.91953,299.03055,0.15747908,0.15095146,0.13938993,0.15236643,0.123962395,0.17699976,0.12455387,0.2705378,0.22473422,0.3142732,0.23407453,0.24909887,0.17406489,0.16128503,0.12583539,0.0019723768,0.0024151672,2720,2720,1.0,3,
2208_0,0.14327633,317.27716,305.21857,313.63602,301.51514,0.14832343,0.12959829,0.1292951,0.13330723,0.11817084,0.16214259,0.12748985,0.28265077,0.22934024,0.31551665,0.2628106,0.24217409,0.19821183,0.15854084,0.12958784,0.0014792815,0.0019760146,2720,2720,2.0,0,
683_0,0.14831448,316.14383,303.57764,312.55878,300.34836,0.1500555,0.13680178,0.13156387,0.13920294,0.117804915,0.15189478,0.1090226,0.30400395,0.25995636,0.29234117,0.22067991,0.20911527,0.1438103,0.14387663,0.111706086,0.0013935259,0.0014881085,2720,2720,2.0,3,
2221_0,0.15326686,314.94897,304.53635,310.96188,301.57498,0.14322482,0.1392887,0.12287914,0.13137773,0.11051072,0.1362658,0.10558287,0.24172388,0.21943575,0.23059706,0.18962468,0.18030135,0.13351549,0.12451727,0.10914458,0.0013292091,0.0012685509,2720,2720,2.0,15,
17016_0,0.15517494,317.4082,305.46307,313.204,302.39407,0.15151922,0.14554885,0.13458888,0.15579666,0.12953906,0.19813854,0.14500567,0.31159332,0.26890942,0.4079613,0.33997294,0.31785348,0.24578267,0.17009643,0.1370772,0.0015221593,0.0014637132,2720,2720,2.0,3,
795_0,0.16047035,316.4265,303.87988,312.30853,301.17184,0.15168999,0.15067276,0.13414976,0.1470067,0.12958784,0.16008444,0.14205384,0.19869596,0.24383105,0.23852947,0.2855958,0.20019667,0.22943783,0.14917204,0.14720125,0.0018008654,0.0013417368,2720,2720,2.0,0,
784_0,0.16465093,317.28128,302.80847,313.74887,300.0242,0.16083823,0.15425307,0.14390789,0.15693292,0.13366187,0.1675452,0.13056366,0.27319622,0.23819573,0.31242946,0.24505082,0.2578245,0.19584548,0.16610879,0.13715039,0.0014149647,0.0015612945,2720,2720,1.0,0,
18171_0,0.1486575,312.64578,303.06006,309.8169,300.32642,0.14568874,0.1361586,0.12502593,0.13851689,0.11129137,0.15112297,0.098630205,0.24485396,0.23329228,0.2289034,0.20948246,0.16664475,0.1355159,0.16117783,0.103240915,0.001629354,0.0012685509,2720,2720,2.0,0,
6639_0,0.1744914,317.73322,300.71854,314.07938,298.14966,0.14110243,0.17725703,0.11792689,0.20369121,0.098142296,0.25321513,0.0820414,0.3683636,0.21719138,0.43726832,0.14463975,0.3323462,0.08706683,0.19462256,0.102167524,0.0018008654,0.0017320616,2720,2720,2.0,2,
4244_0,0.15549652,317.65356,301.3783,313.67114,298.66998,0.14654258,0.14835736,0.12631887,0.16113496,0.11314541,0.19155678,0.10009392,0.2926842,0.2570045,0.35963795,0.21953332,0.27932775,0.13893124,0.17007498,0.10085018,0.0021438883,0.0015612945,2720,2720,2.0,0,
1731_0,0.14677088,317.46344,302.02982,313.8591,299.21603,0.15693688,0.1339504,0.1369501,0.13236392,0.12460316,0.14059646,0.11809698,0.28091422,0.25221297,0.29371327,0.22145648,0.2165117,0.15545821,0.1369304,0.10870738,0.0016722318,0.0016758287,2720,2720,2.0,0,
12715_0,0.14964369,316.80316,301.88458,313.16122,299.11087,0.15282124,0.13746639,0.13202119,0.14246166,0.11701262,0.15116586,0.10454244,0.2996304,0.257758,0.27218857,0.20228298,0.18791217,0.13017283,0.13903143,0.10858416,0.0014364036,0.0015772503,2720,2720,2.0,0,
18741_0,0.14840023,318.6084,300.6533,314.64117,298.04367,0.1479819,0.13806666,0.12661162,0.14419821,0.10992523,0.16471526,0.09387312,0.3133942,0.2675433,0.31474486,0.18874645,0.21957746,0.10785163,0.15997726,0.102387086,0.0010290641,0.0018784334,2720,2720,2.0,0,
1936_0,0.1471139,315.1551,302.7077,311.33658,299.73236,0.14961743,0.13294277,0.127388,0.12927671,0.10961923,0.13157068,0.093871325,0.28153595,0.23836268,0.23205492,0.19277015,0.15755466,0.12406097,0.11345479,0.10195476,0.0017151097,0.0017004734,2720,2720,2.0,0,
18788_0,0.15105866,316.0963,302.30603,312.71024,300.05994,0.15247622,0.14218295,0.13404204,0.14209719,0.12216334,0.16758807,0.1237406,0.3053117,0.26547176,0.35451406,0.26808408,0.2562166,0.17909239,0.15468183,0.12196618,0.0016936708,0.0014293826,2720,2720,2.0,0,
4259_0,0.15315968,317.2526,301.78763,313.35486,299.18005,0.14569895,0.14344785,0.123001255,0.15247363,0.105996475,0.1796153,0.08815377,0.2785774,0.25137505,0.33732003,0.16856915,0.25285068,0.09616327,0.15779048,0.09714906,0.0014149647,0.0016265395,2720,2720,2.0,3,
12740_0,0.16891728,316.91617,303.55945,313.48044,300.69366,0.16847056,0.16237842,0.1520819,0.16700922,0.14323449,0.18752627,0.14956816,0.27214572,0.23355699,0.3100926,0.24230583,0.25282922,0.18392274,0.1761422,0.14357951,0.0018223043,0.0017990518,2720,2720,2.0,0,
4453_0,0.14882901,315.01355,302.8817,312.03506,300.20285,0.1587113,0.1361586,0.1395378,0.14117531,0.1297046,0.16465093,0.13697475,0.2811072,0.2570926,0.2871101,0.24962528,0.21824825,0.17556822,0.14031775,0.12502211,0.001629354,0.0017004734,2720,2720,2.0,7,
4552_0,0.16658044,319.2097,305.8725,315.44913,302.53192,0.16196439,0.16010588,0.14796625,0.1819307,0.14562501,0.23102584,0.16879095,0.32106933,0.26717225,0.3762317,0.3230416,0.3218197,0.25581107,0.19112802,0.14409705,0.0011148198,0.0016018949,2720,2720,2.0,5,
860_0,0.15592529,313.97452,302.01138,310.48904,299.32388,0.15814447,0.14248309,0.13803448,0.13476507,0.12275481,0.13502234,0.11188654,0.23790774,0.20871522,0.20982276,0.17569144,0.15890531,0.12415955,0.14625634,0.11984675,0.0014364036,0.0018729856,2720,2720,1.0,26,
860_1,0.17629227,313.96823,302.08972,310.5863,299.34045,0.16975209,0.16486533,0.151589,0.1638577,0.13418992,0.17633516,0.13487996,0.223072,0.18049714,0.24425367,0.18350378,0.21226679,0.15097289,0.16507971,0.137443,0.0015650372,0.0017990518,2720,2720,1.0,26,
6491_0,0.16229266,318.92657,301.62592,315.1165,299.1524,0.15218048,0.15470327,0.13138042,0.16332172,0.118121624,0.19129953,0.105454296,0.27437535,0.2943799,0.33611947,0.20361379,0.28280085,0.11831878,0.17281917,0.11420313,0.001050503,0.0013554487,2720,2720,2.0,9,
12749_0,0.16745944,316.42856,302.60684,312.38187,299.74615,0.1610279,0.16047035,0.1429634,0.16295727,0.13231692,0.18724756,0.13325341,0.28087136,0.22416739,0.33281785,0.23855984,0.28175035,0.19109432,0.17058952,0.13088754,0.001350648,0.0016018949,2720,2720,2.0,4,
1770_0,0.16405065,316.546,302.46225,312.83633,299.9004,0.16028856,0.15421018,0.14077002,0.15804775,0.13216905,0.17805026,0.13182403,0.27862027,0.24652006,0.30782008,0.23912667,0.24571152,0.18007818,0.16407208,0.12467709,0.0015007204,0.0014540273,2720,2720,1.0,3,
4211_0,0.1568043,316.581,300.27515,312.62946,298.1413,0.15050465,0.1470067,0.12802877,0.1468995,0.10592254,0.1603846,0.088893116,0.26230523,0.23121575,0.27585465,0.14956816,0.21351025,0.086009696,0.14619203,0.09958888,0.001350648,0.0017004734,2720,2720,2.0,7,
6684_0,0.16842419,316.9285,300.2003,313.16376,298.1357,0.15006104,0.16300014,0.12844771,0.17181154,0.10996426,0.19346486,0.09714906,0.27827725,0.21482709,0.28985426,0.14739943,0.24018027,0.09155473,0.1785648,0.107302636,0.0015650372,0.0015526057,2720,2720,2.0,15,
18722_0,0.17957243,318.35657,305.99307,314.6611,302.60214,0.17276753,0.17562766,0.1620336,0.20416288,0.17393851,0.25460866,0.20316409,0.35487852,0.32160327,0.45270434,0.39971703,0.39876398,0.3386312,0.21745501,0.18457486,0.0014578425,0.0016100851,2720,2720,2.0,0,
