system:index,B1,B10,B10_1,B11,B11_1,B1_1,B2,B2_1,B3,B3_1,B4,B4_1,B5,B5_1,B6,B6_1,B7,B7_1,B8,B8_1,B9,B9_1,BQA,BQA_1,class,stable_lights,.geo
6580_0,0.13428845,308.3279,301.99756,306.205,299.61932,0.14824715,0.11671332,0.12679537,0.10753975,0.108096875,0.11024187,0.09459375,0.21657816,0.21722326,0.21022023,0.15875757,0.1407599,0.0961739,0.11128639,0.10503234,0.0010899254,9.816058E-4,2720,2720,2.0,4,
4363_0,0.13258544,308.60803,302.0713,306.56018,299.79575,0.14582904,0.11632731,0.123611115,0.10461056,0.10510416,0.111036606,0.0925587,0.2127634,0.20903519,0.22443473,0.14963576,0.15168191,0.091026425,0.1034298,0.09758646,0.0015894766,0.0011491979,2720,2720,2.0,4,
18446_0,0.15313515,309.58368,303.1126,307.49792,300.82224,0.15875757,0.13964728,0.14178288,0.13188152,0.12763332,0.13535567,0.11733838,0.2286355,0.21806121,0.22264089,0.1819571,0.16962034,0.13469613,0.12600043,0.116572246,0.0011353391,8.6189725E-4,2720,2720,2.0,3,
4621_0,0.14757197,307.98126,301.91455,305.76443,299.57794,0.15777595,0.13151821,0.13826345,0.123275615,0.121935196,0.11435181,0.11111353,0.2638766,0.2279252,0.21455725,0.18008964,0.15308973,0.12878253,0.094687656,0.10163261,0.001158046,0.0012689065,2720,2720,2.0,4,
6276_0,0.15508795,307.98346,303.15372,305.92816,300.56223,0.1567704,0.14037389,0.13843104,0.13358453,0.12765726,0.12974708,0.1257898,0.25960767,0.23386276,0.23917149,0.2162177,0.18226807,0.1595237,0.12920211,0.12140848,0.0010672185,0.0011491979,2720,2720,2.0,14,
4297_0,0.12743098,305.70264,301.22064,304.09308,298.90585,0.1427645,0.10917465,0.12150424,0.1007731,0.10342824,0.08728522,0.08405939,0.2755252,0.26230553,0.1883081,0.16610767,0.110014796,0.08810554,0.09707188,0.09574295,0.0014759422,0.0010055476,2720,2720,2.0,3,
4404_0,0.14289436,310.1012,302.0091,308.09988,299.6414,0.16318679,0.1275445,0.14278844,0.12432013,0.124425136,0.117099345,0.10783352,0.25872213,0.24176352,0.21610132,0.17063266,0.14829859,0.10589424,0.12148177,0.11908613,0.001158046,0.0010773727,2720,2720,2.0,0,
6411_0,0.13197234,307.8384,302.1542,305.99677,299.68826,0.16938768,0.11040082,0.15025826,0.08926071,0.12684324,0.0743423,0.1091982,0.070368595,0.112334564,0.044823363,0.05367734,0.0350367,0.036391415,0.08117707,0.11896642,0.0012488735,0.0016519742,2720,2720,2.0,0,
19025_0,0.13079159,309.28177,304.24704,306.9905,301.06268,0.14034638,0.10926547,0.11942131,0.09618631,0.103643715,0.081494965,0.08793794,0.2282722,0.21274614,0.15433861,0.14195047,0.09030523,0.08683663,0.090782076,0.09380367,0.0016348903,9.097807E-4,2720,2720,2.0,8,
6416_0,0.13819402,310.33655,304.03867,307.8292,301.1691,0.14343487,0.12261711,0.12243797,0.115055725,0.107785635,0.124183886,0.09801741,0.22822678,0.22627322,0.21980253,0.15358615,0.14695889,0.093181185,0.11823469,0.100842535,0.001158046,9.816058E-4,2720,2720,2.0,12,
18469_0,0.13303956,307.56097,303.156,305.46823,300.95343,0.16002648,0.11441993,0.1405858,0.102067396,0.12282104,0.0872171,0.10771381,0.09196284,0.12952472,0.0875577,0.09243899,0.0710498,0.061913293,0.09214449,0.11506392,0.0010672185,0.0010773727,2720,2720,2.0,3,
6391_0,0.14970641,311.0722,303.3841,309.16498,301.0081,0.15957159,0.13419762,0.14022668,0.12584148,0.122366145,0.12765804,0.1125261,0.21946193,0.21406294,0.22413954,0.18854107,0.16902997,0.13424124,0.115055725,0.11384289,0.0012261666,0.0011491979,2720,2720,2.0,8,
6558_0,0.13574168,309.55548,300.928,307.43265,298.74496,0.15159899,0.12145906,0.12959655,0.11378414,0.10836024,0.12672706,0.098065294,0.2464831,0.21657683,0.22747746,0.14676276,0.15302162,0.09085884,0.119029425,0.105726644,0.0015894766,7.182469E-4,2720,2720,2.0,0,
4387_0,0.14523315,309.01617,302.4898,307.29935,300.05994,0.16289948,0.13126843,0.14355457,0.12536465,0.12646018,0.13013309,0.11870306,0.22364,0.19380824,0.20279509,0.16151085,0.1446655,0.11439355,0.11773513,0.118224226,0.0010218048,7.6613034E-4,2720,2720,2.0,3,
4519_0,0.13599147,306.3073,299.53168,304.6985,297.52377,0.14482348,0.11882506,0.12243797,0.11126368,0.101584725,0.11126368,0.08374815,0.24786822,0.2283322,0.21346731,0.13596505,0.149661,0.076134674,0.10842532,0.0942825,0.001339701,8.1401377E-4,2720,2720,2.0,0,
4519_1,0.1317907,306.265,299.4587,304.74637,297.47614,0.14520654,0.112149246,0.12198307,0.099842116,0.100531295,0.090804785,0.080252655,0.24228233,0.23822014,0.19214556,0.13263714,0.12613668,0.070125304,0.092621334,0.09270235,0.0015213559,5.745966E-4,2720,2720,2.0,0,
18516_0,0.13172257,307.25867,300.01065,305.4497,297.8175,0.14606845,0.11448805,0.12294075,0.1044062,0.10201568,0.106972076,0.08487341,0.25386286,0.25165144,0.20885782,0.13934083,0.1308143,0.07702052,0.102703184,0.09533594,0.001158046,0.001221023,2720,2720,2.0,0,
12285_0,0.14112322,308.9595,300.71854,306.8804,298.6061,0.14060974,0.13024662,0.1181524,0.13151821,0.09854413,0.16085549,0.08276653,0.28090674,0.23072639,0.28129274,0.12411389,0.19732273,0.071250565,0.10726727,0.095048636,0.0012034597,0.0013646735,2720,2720,2.0,0,
4322_0,0.15903895,309.34915,304.42117,307.15286,301.6049,0.15090469,0.14616413,0.13189495,0.14135028,0.11602159,0.13978352,0.106229424,0.25429428,0.23120522,0.22606963,0.19732767,0.18076941,0.14238143,0.13410679,0.12200702,0.0012715803,9.5766416E-4,2720,2720,2.0,3,
1892_0,0.14200878,309.02707,305.04105,307.04288,302.49948,0.15042585,0.12486509,0.13098517,0.122094855,0.121647894,0.1106733,0.10790534,0.29148814,0.2932143,0.26519358,0.23474859,0.17915723,0.14513472,0.108970284,0.105319634,6.1308104E-4,0.0014364986,2720,2720,2.0,4,
6431_0,0.13278979,308.78717,301.619,306.94595,299.54208,0.13421729,0.118075736,0.11185573,0.10917465,0.09207986,0.12568255,0.08133003,0.22123307,0.19438285,0.22968002,0.13864651,0.15016055,0.08614232,0.11407933,0.0873394,0.0012715803,0.0010773727,2720,2720,2.0,0,
18396_0,0.12861173,306.73398,301.74838,305.02283,299.61658,0.13443278,0.113012105,0.11266974,0.10352063,0.09741887,0.1106733,0.084394574,0.22536571,0.2340064,0.21482973,0.14719371,0.13619582,0.084394574,0.10218093,0.09016453,8.628566E-4,7.900721E-4,2720,2720,2.0,2,
6607_0,0.15081905,314.4605,305.99084,311.88547,303.0174,0.14209412,0.13939749,0.12349141,0.13830756,0.11087412,0.15556479,0.10967703,0.2339262,0.20352858,0.24750492,0.18760735,0.19280405,0.13230196,0.14157735,0.106947675,9.0827036E-4,6.2248E-4,2720,2720,2.0,3,
18954_0,0.13735387,309.47733,305.03656,307.8005,302.14505,0.13687482,0.124183886,0.115016036,0.11880236,0.098352596,0.13560544,0.09083489,0.25665578,0.18894808,0.25785926,0.16639498,0.17357133,0.11796087,0.13726304,0.10393102,0.0014078217,0.0010773727,2720,2720,2.0,0,
4588_0,0.14150923,309.64227,303.18567,307.57364,300.6033,0.14233354,0.12593232,0.12231826,0.11941545,0.10867148,0.122072145,0.09801741,0.26167402,0.23800467,0.23145115,0.18083183,0.1589027,0.1181524,0.12779428,0.11530334,0.0017257178,9.097807E-4,2720,2720,2.0,6,
4443_0,0.13267626,310.05582,301.80148,307.95157,299.59448,0.13759308,0.11823469,0.11494421,0.11158157,0.09579083,0.13026933,0.083053835,0.22854468,0.20498903,0.22139202,0.13512708,0.14439301,0.08133003,0.11541904,0.09033212,0.0016575973,8.1401377E-4,2720,2720,2.0,4,
4443_1,0.13226753,310.28906,301.80612,308.0817,299.7048,0.13694665,0.11650896,0.11417808,0.107993886,0.0945698,0.12477427,0.080683604,0.2246391,0.20690437,0.2153747,0.13208649,0.1410778,0.078169726,0.11221737,0.08824919,0.0012261666,9.097807E-4,2720,2720,2.0,4,
4429_0,0.13324393,305.9685,303.11948,304.584,300.53482,0.14257295,0.113102935,0.120738104,0.1004552,0.102901526,0.088670336,0.08820131,0.25751865,0.22845192,0.16194542,0.15298761,0.097775795,0.090691246,0.1000919,0.10266211,0.001158046,0.0011731397,2720,2720,2.0,0,
18950_0,0.13042828,308.29065,300.84195,306.30243,298.8781,0.13397788,0.112921275,0.11077835,0.10124995,0.091122195,0.11455617,0.07493759,0.22214134,0.23798072,0.21006128,0.13345116,0.13508318,0.0762065,0.10719915,0.08650144,0.0012488735,9.816058E-4,2720,2720,2.0,3,
18390_0,0.13226753,309.1512,302.12198,307.24966,299.74063,0.13436095,0.11544174,0.11173602,0.10465597,0.093085416,0.11546445,0.08156945,0.21119663,0.19311394,0.21682793,0.13704242,0.14362097,0.086357795,0.10797118,0.08958992,0.0011353391,7.900721E-4,2720,2720,2.0,0,
6616_0,0.13226753,308.46585,301.4362,306.58908,299.34598,0.13337934,0.11666791,0.11065864,0.1077214,0.0925587,0.12263982,0.079749875,0.23011145,0.21360806,0.22454827,0.14139982,0.14398429,0.08422698,0.11178593,0.087387286,0.0015667697,5.9853826E-4,2720,2720,2.0,0,
6577_0,0.13855734,310.45728,304.10892,307.9776,301.3572,0.13709031,0.12584148,0.11748203,0.12084597,0.103332475,0.1394202,0.09579083,0.23837675,0.22454941,0.23413058,0.17566042,0.1513186,0.10938973,0.125569,0.09861595,0.0010672185,7.900721E-4,2720,2720,2.0,3,
6577_1,0.14407511,310.4659,304.21762,307.94638,301.49606,0.14151952,0.13197234,0.12514338,0.12945189,0.11070652,0.14838941,0.11168814,0.24804989,0.23386276,0.25184193,0.19105496,0.17634158,0.12054657,0.13664997,0.10081859,0.001339701,9.5766416E-4,2720,2720,2.0,3,
18947_0,0.14237209,311.7675,305.50787,309.35077,302.25064,0.14853445,0.12713578,0.12830369,0.12220839,0.11480056,0.12329832,0.10527176,0.24098805,0.22167641,0.23896714,0.2110463,0.16471566,0.13979572,0.12198132,0.11022769,0.0010899254,0.0011491979,2720,2720,2.0,0,
6440_0,0.14248563,306.5697,302.27612,304.80756,299.74063,0.14451224,0.1261821,0.124425136,0.12370704,0.11630889,0.11126368,0.096820325,0.32021233,0.2801421,0.23340395,0.17676175,0.14026035,0.1025424,0.11682686,0.10783352,0.0016575973,0.0011252562,2720,2720,2.0,0,
18381_0,0.13735387,309.57285,303.39322,307.7249,300.5896,0.1373776,0.12082327,0.11561458,0.11382955,0.09868778,0.109015696,0.08156945,0.29741463,0.29680553,0.22225487,0.17099178,0.1390796,0.09160103,0.114647,0.09160103,9.990978E-4,7.6613034E-4,2720,2720,2.0,2,
6554_0,0.13156362,309.90225,302.70312,307.86566,300.21384,0.1386944,0.11171781,0.11583006,0.09539157,0.09555142,0.08042774,0.07465029,0.21977982,0.22612958,0.16403446,0.14520654,0.09402916,0.07443482,0.09834346,0.0909546,0.001339701,0.0011731397,2720,2720,2.0,8,
18373_0,0.13758095,312.89145,304.8768,310.56583,301.76254,0.14558962,0.121231996,0.124736376,0.11142263,0.1094855,0.119983114,0.10223115,0.18653697,0.2224186,0.20213659,0.17956293,0.14489256,0.108934835,0.11841634,0.09969333,9.76391E-4,8.6189725E-4,2720,2720,2.0,5,
18377_0,0.15249936,310.67908,305.63104,308.72015,302.44272,0.16014618,0.14100969,0.14523049,0.14275812,0.14037032,0.16096902,0.15279607,0.229294,0.2227059,0.27993032,0.25588915,0.25220525,0.226369,0.15125048,0.14254902,0.0015213559,8.8583893E-4,2720,2720,2.0,5,
18368_0,0.13957915,314.6319,304.91733,312.2908,301.79242,0.14281237,0.123162076,0.12241403,0.11791679,0.10991645,0.12867984,0.10658855,0.19670965,0.22560285,0.22511594,0.19495745,0.17409359,0.118439704,0.1199377,0.107067384,0.0013169941,0.0010294893,2720,2720,2.0,3,
4466_0,0.14234939,311.01212,303.91846,308.92722,301.09818,0.14139982,0.12727202,0.12131271,0.12204944,0.10575059,0.13390243,0.10144108,0.23033853,0.21152513,0.2580636,0.18947479,0.19730002,0.12303651,0.11778055,0.097634345,0.0015667697,0.0011013144,2720,2720,2.0,4,
6683_0,0.13531026,309.70297,302.538,307.45093,299.8811,0.14101675,0.11732641,0.11934949,0.109106526,0.10687585,0.105972975,0.09591054,0.2696214,0.26659107,0.21675982,0.18011358,0.15011513,0.11331617,0.10556425,0.10079465,0.0016121835,0.0011252562,2720,2720,2.0,4,
18357_0,0.14064637,311.62018,304.0296,309.14948,300.9589,0.13907747,0.12613668,0.11776933,0.11930191,0.10429014,0.1284982,0.09088278,0.23233673,0.2458336,0.2589719,0.20252304,0.19091938,0.12301257,0.12659082,0.099406034,0.0012261666,9.5766416E-4,2720,2720,2.0,4,
18357_1,0.14037389,312.00836,304.2674,309.6059,301.11453,0.13981967,0.12516028,0.11848758,0.11814386,0.10536752,0.12366163,0.0912419,0.24446219,0.2542132,0.26362678,0.21727113,0.1866959,0.12811215,0.11916567,0.0993342,0.0016575973,8.8583893E-4,2720,2720,2.0,4,
4292_0,0.1364456,310.78445,302.78787,308.54913,300.18362,0.13756914,0.12229922,0.11506392,0.11675874,0.09842442,0.13353913,0.08195251,0.24137406,0.24329579,0.23297252,0.14283632,0.15324868,0.08077937,0.1205735,0.08911109,0.0010672185,9.816058E-4,2720,2720,2.0,9,
18369_0,0.13442469,310.42496,302.27155,308.33118,299.72134,0.13625234,0.11880236,0.11341194,0.111082025,0.0986399,0.123139374,0.07927104,0.24196444,0.28904843,0.22656918,0.14458406,0.13991976,0.07656562,0.111059316,0.08587896,0.0012942873,6.9430517E-4,2720,2720,2.0,9,
4241_0,0.14266728,311.9125,304.23798,309.4075,301.30545,0.14381793,0.12679517,0.123204105,0.122185685,0.10790534,0.1357871,0.09603025,0.24664205,0.24243389,0.2586313,0.17056084,0.1866505,0.10486475,0.117962204,0.10227904,9.990978E-4,8.6189725E-4,2720,2720,2.0,22,
4575_0,0.15974285,310.34515,305.32855,308.70462,302.5184,0.16060108,0.14745843,0.14618815,0.15256748,0.14274055,0.1701426,0.1527482,0.25788197,0.2409495,0.2824962,0.25998318,0.24568836,0.21911465,0.15408884,0.14815138,0.0016575973,0.0011491979,2720,2720,2.0,37,
5998_0,0.1523177,308.9377,303.50937,307.00623,300.84137,0.15377769,0.1377399,0.13723396,0.13129114,0.122270375,0.13001956,0.111927554,0.24923064,0.25378227,0.21998419,0.20046404,0.16442047,0.13653964,0.13358453,0.12830369,0.0012715803,9.5766416E-4,2720,2720,2.0,24,
18938_0,0.13365266,299.27966,297.9639,298.3001,296.32825,0.14180683,0.11351166,0.11973255,0.09997836,0.10153685,0.076408625,0.077666946,0.050409254,0.053390037,0.029859534,0.023917777,0.022320852,0.01534664,0.09035064,0.09136161,9.990978E-4,8.6189725E-4,2720,2720,2.0,21,
1713_0,0.15813066,310.22647,305.104,308.11288,302.24252,0.15885334,0.14353015,0.14161529,0.13208587,0.124018125,0.13819402,0.12346746,0.17588744,0.15942793,0.19378045,0.1742718,0.17316261,0.14977942,0.128203,0.118248165,0.0014759422,0.0011491979,2720,2720,1.0,31,
639_0,0.16360302,308.22708,303.63452,306.434,300.8988,0.16364168,0.14979725,0.14640364,0.14364368,0.13313992,0.14986536,0.13424124,0.1883081,0.18123884,0.21610132,0.1824838,0.1916233,0.15428047,0.14180443,0.13371453,0.0011126322,0.0012689065,2720,2720,1.0,34,
1319_0,0.1529308,310.1444,304.816,307.975,301.95258,0.15799142,0.13771719,0.14034638,0.13029204,0.12602922,0.13587792,0.1281361,0.1952791,0.19105496,0.20340817,0.18724822,0.17352593,0.15100044,0.12813488,0.12389842,9.990978E-4,0.0010534311,2720,2720,2.0,36,
1814_0,0.1526129,308.04276,303.77545,306.20236,301.13364,0.15301155,0.13785343,0.13500738,0.12829383,0.121959135,0.13351642,0.115135744,0.22552466,0.22816461,0.22507052,0.20264274,0.17391194,0.14728948,0.13451551,0.12478426,0.0017711315,0.001221023,2720,2720,2.0,33,
6510_0,0.15127319,310.73285,304.88132,308.4376,302.39676,0.15629156,0.1394429,0.1389817,0.13994245,0.13309203,0.15667742,0.13608475,0.2497529,0.2503586,0.2824281,0.26414904,0.22802243,0.19969791,0.14282623,0.13251744,0.0014532354,9.097807E-4,2720,2720,2.0,39,
4516_0,0.1582669,308.98566,304.72812,307.0743,301.7707,0.16069685,0.1453694,0.1476486,0.14346202,0.1346722,0.15093258,0.1378325,0.23678727,0.22268197,0.23213236,0.22730272,0.19500662,0.17075236,0.14972912,0.14309968,9.990978E-4,8.6189725E-4,2720,2720,1.0,24,
12827_0,0.14214502,310.2567,305.18713,308.1051,301.9607,0.14942029,0.12275335,0.12918954,0.11353436,0.115135744,0.10826637,0.09911873,0.24200985,0.2989124,0.20270425,0.17704904,0.13980621,0.10347612,0.10102288,0.09825683,0.0014759422,0.0010294893,2720,2720,2.0,32,
870_0,0.15937954,309.38828,304.50928,307.56842,302.21005,0.16069685,0.14564188,0.14422494,0.13998787,0.13256532,0.14641392,0.13287656,0.20636006,0.19301817,0.21660087,0.18983392,0.19178225,0.1592364,0.13780801,0.12825581,0.0019073728,0.0011013144,2720,2720,1.0,30,
661_0,0.15536043,308.91373,304.19724,307.18164,301.59402,0.15825479,0.1407372,0.13977177,0.13283521,0.129405,0.12861173,0.120283216,0.27663785,0.27547348,0.2107879,0.19864447,0.15878916,0.14669093,0.11782596,0.11726656,0.0011807529,0.0013407317,2720,2720,2.0,41,
661_1,0.14891167,308.7173,304.00012,306.79123,301.61578,0.15389739,0.1301558,0.13457642,0.12393411,0.1226295,0.114192866,0.11013193,0.2739584,0.26331106,0.18789938,0.17633079,0.14268999,0.12179154,0.11732641,0.11168814,0.0010672185,0.0013407317,2720,2720,2.0,41,
1938_0,0.15779006,309.42087,304.01373,307.75882,301.42258,0.1629713,0.14507422,0.14501502,0.14048742,0.13639599,0.14625497,0.13366663,0.23503885,0.21279404,0.23460741,0.19830929,0.19507475,0.15265243,0.13830756,0.12942895,0.0016121835,0.0011013144,2720,2720,2.0,57,
752_0,0.15531501,308.38266,303.74817,306.2445,301.5641,0.1628516,0.1430533,0.14736131,0.14105509,0.13946053,0.1450288,0.13270897,0.28431275,0.27362996,0.22711414,0.22859557,0.17032425,0.16783148,0.1278851,0.1272742,0.0011353391,8.6189725E-4,2720,2720,2.0,61,
12821_0,0.16562393,307.88678,303.60495,306.49448,300.99988,0.1674963,0.15415697,0.1521736,0.15077363,0.1419026,0.16085549,0.14381793,0.21585153,0.20695226,0.23367643,0.2133447,0.2002519,0.17235646,0.15629141,0.14429677,0.0011126322,0.0010773727,2720,2720,1.0,58,
831_0,0.14491527,308.1086,303.4365,306.33926,300.87967,0.14946817,0.12629563,0.12918954,0.11312564,0.114513256,0.09652691,0.094857104,0.30318218,0.30604705,0.18519726,0.17391267,0.124274716,0.10651673,0.11441993,0.11123324,9.990978E-4,0.0011013144,2720,2720,2.0,58,
694_0,0.15390718,308.83954,303.8481,307.19733,301.379,0.15760836,0.13771719,0.13764097,0.12706766,0.12356323,0.123184785,0.11405837,0.22829491,0.22909835,0.19997944,0.18004176,0.15549667,0.12952472,0.13860275,0.13294838,0.001339701,0.0011491979,2720,2720,1.0,55,
1859_0,0.15563291,308.5643,303.65726,306.90924,301.11182,0.16074473,0.14089614,0.14353062,0.13599147,0.13352299,0.14048742,0.12935713,0.23419869,0.25509906,0.20722292,0.19857265,0.16135503,0.14032243,0.13985163,0.13328357,0.0016121835,0.0013407317,2720,2720,1.0,47,
804_0,0.15483816,310.4271,305.15793,308.33377,302.23984,0.1629713,0.14035118,0.14439254,0.13569628,0.13230196,0.1440524,0.13352299,0.21823576,0.20690437,0.22379895,0.20039222,0.18878494,0.15724924,0.13054182,0.13019508,0.0016121835,0.0011252562,2720,2720,2.0,54,
1242_0,0.1741163,310.29987,304.7642,308.19608,302.28043,0.17549282,0.16444318,0.16316284,0.1635122,0.157345,0.17522894,0.16404869,0.2154428,0.2103041,0.22970273,0.22268197,0.2042029,0.1903367,0.16212708,0.15633945,0.0012034597,9.5766416E-4,2720,2720,1.0,54,
12819_0,0.15962932,308.48553,303.58447,306.50235,301.19638,0.16292343,0.14496067,0.14654729,0.14593707,0.13426518,0.14586896,0.12985991,0.2653071,0.2577566,0.23962563,0.20834087,0.18351695,0.14750496,0.12182237,0.12188731,0.0019527866,0.0010534311,2720,2720,1.0,54,
799_0,0.16541956,308.9268,303.9956,306.9643,301.4008,0.16421628,0.15511064,0.1475289,0.14686805,0.13709031,0.15324868,0.13512708,0.2378545,0.21739085,0.2348799,0.21039987,0.18971592,0.16711323,0.14727677,0.14092098,0.0017257178,9.097807E-4,2720,2720,1.0,55,
1880_0,0.1635576,310.27612,304.6943,308.40906,301.97968,0.16493453,0.15299891,0.14817533,0.14571,0.13512708,0.15488358,0.13773674,0.20197764,0.18784676,0.22482075,0.19725585,0.19859432,0.16785541,0.1450288,0.13809586,0.0010899254,0.0011970814,2720,2720,1.0,59,
1231_0,0.16085549,310.04068,304.86105,308.19867,302.27502,0.16493453,0.1463458,0.1499949,0.14157735,0.13730578,0.14877543,0.14113645,0.20502035,0.19289847,0.24332686,0.21861187,0.21884884,0.18186133,0.15029679,0.14250113,0.001339701,0.001221023,2720,2720,1.0,59,
1208_0,0.1424175,308.62552,302.80847,306.9643,300.33737,0.15246089,0.123979524,0.13280474,0.12066432,0.11767357,0.108084716,0.10242269,0.30111584,0.2996067,0.19907115,0.1584942,0.13601416,0.0978977,0.096912935,0.09684426,0.0015667697,0.0013886151,2720,2720,2.0,47,
1868_0,0.15694991,308.4746,303.46384,306.51022,300.82498,0.16368955,0.1444157,0.1478162,0.13971539,0.13917324,0.15122777,0.14101675,0.21921216,0.22045538,0.25908542,0.2319953,0.2147616,0.18717639,0.13072346,0.12914166,0.0017938385,0.0012689065,2720,2720,1.0,47,
12807_0,0.15370283,309.4665,303.95477,307.69885,301.45526,0.15969129,0.1404193,0.14214201,0.13376619,0.12789668,0.1377399,0.12691507,0.22127847,0.2201202,0.23120138,0.21135753,0.18969321,0.16637103,0.12690872,0.1193016,0.0014305285,7.900721E-4,2720,2720,1.0,51,
1712_0,0.1476401,308.6277,304.01147,306.925,301.6457,0.15818296,0.13251731,0.1402985,0.12009665,0.12353929,0.1192565,0.11606947,0.18873952,0.17431968,0.16516979,0.15851815,0.1258642,0.12217461,0.124047644,0.12368294,0.0012942873,7.421886E-4,2720,2720,2.0,61,
18362_0,0.13882983,308.73474,304.0296,307.01144,301.46887,0.14731342,0.1215953,0.12516733,0.11037811,0.110562876,0.10161325,0.09957362,0.24425784,0.21856399,0.19051066,0.18071212,0.13135926,0.12832764,0.11008292,0.110155866,0.0011807529,0.0011013144,2720,2720,2.0,57,
1175_0,0.14950205,313.4741,307.61166,311.10217,304.64258,0.15602821,0.13217671,0.13560592,0.11653167,0.117505975,0.111967586,0.11144872,0.17897557,0.1670414,0.2002519,0.18729609,0.18054235,0.16206153,0.116054825,0.11559064,0.001339701,6.9430517E-4,2720,2720,1.0,52,
858_0,0.16557851,309.03143,303.99332,307.09787,301.2918,0.16526972,0.1512959,0.15030614,0.14886627,0.13390605,0.1599245,0.1384071,0.23319958,0.21090263,0.23633313,0.2101365,0.20620112,0.16816667,0.13456093,0.12835157,0.0011126322,0.0010534311,2720,2720,1.0,53,
811_0,0.1599018,308.79153,303.94116,306.8804,301.1855,0.1644557,0.1476401,0.14915693,0.14312142,0.13780856,0.15599622,0.13917324,0.21053813,0.1863145,0.2308835,0.20877182,0.20436186,0.17843767,0.14686805,0.14326727,0.0011126322,0.0011970814,2720,2720,1.0,57,
1815_0,0.16267204,310.68768,305.77643,308.34415,302.61023,0.16613162,0.14947934,0.14762466,0.13910231,0.1330681,0.14482443,0.13311598,0.18428898,0.16783148,0.19323549,0.18274717,0.1727993,0.16179816,0.13664997,0.1300275,0.001339701,0.0011013144,2720,2720,1.0,61,
642_0,0.16335325,310.0904,304.96234,308.1753,302.17484,0.1645754,0.14911604,0.14915693,0.14334849,0.13050634,0.15222688,0.13129641,0.19566512,0.17415209,0.20938008,0.18224439,0.1853108,0.14980336,0.14757197,0.13577351,9.76391E-4,0.0011970814,2720,2720,1.0,62,
1275_0,0.15370283,310.3926,305.31732,308.44278,302.5238,0.16364168,0.1394429,0.147074,0.12976977,0.13242167,0.13531026,0.13148794,0.1862872,0.18509346,0.20660985,0.18619478,0.17484292,0.15396921,0.14114593,0.13816768,9.309773E-4,0.0011970814,2720,2720,1.0,61,
12820_0,0.16037865,308.857,303.8186,306.90924,301.32178,0.17108755,0.14614144,0.15317914,0.14232668,0.14597268,0.13551462,0.14683458,0.23923962,0.24336761,0.22357187,0.20621006,0.19182767,0.15938005,0.15767653,0.1547593,0.0011126322,7.182469E-4,2720,2720,1.0,61,
820_0,0.15706344,311.35718,305.8658,309.24243,302.90158,0.16292343,0.14332578,0.14597268,0.13362995,0.13148794,0.1433939,0.13268502,0.21562447,0.20925066,0.22577444,0.21952166,0.18510643,0.17204522,0.12536465,0.122390084,0.0014078217,0.0011252562,2720,2720,2.0,61,
12824_0,0.17005177,310.11417,304.72134,308.11288,301.97156,0.17060871,0.15808526,0.1547593,0.15084176,0.15095256,0.16237685,0.1606729,0.22109683,0.20774233,0.24060203,0.21511638,0.20066063,0.17494217,0.16794004,0.15451989,0.0010899254,0.0011731397,2720,2720,2.0,62,
792_0,0.17416172,309.89792,304.95334,307.9542,302.1694,0.17446333,0.15903895,0.1586618,0.15933412,0.15028219,0.16646409,0.16031377,0.22911236,0.21928224,0.26374033,0.23146857,0.23730953,0.1965376,0.16662304,0.15830266,0.0011807529,9.337224E-4,2720,2720,1.0,58,
1722_0,0.15840314,310.41632,305.29263,308.4713,302.4292,0.16376138,0.14396158,0.14657123,0.13828486,0.13227801,0.14632308,0.1395563,0.23417598,0.2192583,0.24271376,0.23209107,0.20744999,0.18612295,0.14925228,0.14372216,0.0011807529,9.097807E-4,2720,2720,1.0,62,
6293_0,0.1513186,311.3679,306.14917,308.74866,303.12775,0.15902092,0.13519672,0.14077733,0.122253805,0.12430543,0.12198132,0.12188731,0.18553786,0.17843767,0.1790664,0.17649838,0.15079634,0.14487137,0.1338343,0.1361087,0.0012942873,0.0012449648,2720,2720,1.0,62,
726_0,0.16893913,309.67477,304.73712,307.73535,301.88474,0.16792725,0.1589254,0.15044978,0.1503195,0.13931689,0.15506524,0.13958025,0.22983897,0.21075898,0.22198239,0.21652894,0.18624178,0.17302683,0.13503778,0.1287107,0.0011353391,0.0011731397,2720,2720,1.0,62,
1732_0,0.153612,310.2092,304.3963,308.01666,301.19366,0.15703376,0.13980621,0.1368509,0.13060993,0.121145114,0.13269897,0.11243033,0.2124682,0.20534816,0.24060203,0.19462226,0.19943447,0.15492688,0.16532874,0.12571798,0.0011807529,9.337224E-4,2720,2720,2.0,53,
1821_0,0.15220417,310.6145,305.33304,308.27664,302.367,0.16091232,0.13651372,0.14252508,0.12511487,0.12648413,0.12768075,0.12387447,0.16006075,0.15811114,0.17967948,0.16455147,0.1602651,0.14053792,0.12872526,0.12325199,0.0012715803,0.0012449648,2720,2720,1.0,61,
1890_0,0.1394202,310.4853,305.06354,308.06348,302.35077,0.15006672,0.11950627,0.1288783,0.10431537,0.10742651,0.0915314,0.09243899,0.1873317,0.18518923,0.14128216,0.14448829,0.09807099,0.094761334,0.10031896,0.107067384,0.0013169941,6.2248E-4,2720,2720,2.0,59,
